,title,artist/s,danceability,energy,key,loudness,mode,speechiness,acousticness,valence,tempo,duration_ms,time_signature
22,Violeta - Japanese Ver.,IZ*ONE,0.727,0.885,7,-2.696,1,0.0467,0.00165,0.683,114.993,202949,4
23,BIRTHDAY,SOMI,0.687,0.844,7,-4.242,1,0.109,0.0163,0.596,180.055,185796,4
24,%%(Eung Eung),Apink,0.647,0.855,5,-2.944,0,0.037,0.294,0.683,144.867,208105,4
25,Blue,TAEYEON,0.449,0.46,2,-7.081,1,0.0404,0.881,0.137,99.468,212842,4
26,TWIT,Hwa Sa,0.679,0.813,5,-3.367,0,0.199,0.122,0.584,136.067,190786,4
27,BOOM,NCT DREAM,0.914,0.516,5,-4.178,0,0.0918,0.131,0.702,119.969,195080,4
28,Valkyrie,ONEUS,0.731,0.817,9,-3.906,0,0.121,0.0254,0.657,127.952,207586,4
29,Don't Know What To Do,BLACKPINK,0.628,0.64,6,-4.164,0,0.0491,0.0992,0.409,129.815,201081,4
30,FANCY,TWICE,0.697,0.874,5,-2.15,0,0.0449,0.0122,0.775,132.018,213880,4
31,Home,SEVENTEEN,0.741,0.547,9,-5.029,1,0.253,0.427,0.615,87.977,203732,4
32,Jopping,SuperM,0.74,0.835,10,-3.425,0,0.0839,0.0139,0.535,123.024,251293,4
33,Chicken Noodle Soup (feat. Becky G),"j-hope, Becky G",0.826,0.817,2,-4.081,1,0.0921,0.00502,0.168,97.053,235497,4
34,No,CLC,0.76,0.722,6,-4.429,0,0.0908,0.00785,0.687,120.055,181976,4
35,All Night,ASTRO,0.57,0.784,11,-4.607,0,0.186,0.241,0.594,150.062,223747,4
36,Don’t Need Your Love,"NCT DREAM, HRVY",0.619,0.881,7,-4.683,1,0.0834,0.0632,0.769,160.145,201880,3
37,UN Village,BAEKHYUN,0.674,0.589,6,-3.806,0,0.112,0.267,0.577,83.985,235509,4
38,NO ONE,"LeeHi, B.I",0.745,0.613,11,-5.368,0,0.0427,0.226,0.542,91.996,194596,4
39,Dumb Litty,KARD,0.76,0.887,9,-1.993,1,0.0409,0.037,0.24,130.018,193160,4
40,Humph!,PENTAGON,0.791,0.674,2,-4.025,1,0.0516,0.168,0.963,132.985,192613,4
41,ICY,ITZY,0.801,0.904,2,-2.819,1,0.0834,0.0324,0.814,124.979,191142,4
42,"How can I love the heartbreak, you're the one I love",AKMU,0.52,0.248,5,-8.675,1,0.0355,0.91,0.228,129.214,290096,4
43,Workaholic,BOL4,0.728,0.761,11,-3.008,0,0.0542,0.353,0.658,108.027,191080,4
44,I'M OK,iKON,0.676,0.597,0,-4.833,1,0.0346,0.335,0.433,89.882,216647,4
45,Come See Me,AOA,0.601,0.871,7,-1.469,1,0.0619,0.0374,0.66,127.978,202680,4
46,AH YEAH,WINNER,0.798,0.721,7,-5.052,1,0.0389,0.356,0.876,128.012,176906,4
47,FLASH,X1,0.672,0.908,7,-2.903,0,0.0596,0.031,0.584,132.045,211320,4
48,I’m So Hot,MOMOLAND,0.75,0.883,6,-1.712,0,0.0432,0.226,0.85,127.069,200243,4
49,BREATHE,AB6IX,0.818,0.849,9,-4.399,0,0.206,0.0641,0.605,124.954,217824,4
